name,nameEn,region,city,municipality,postcode,suburb,lon,lat,address,,,,,,
Бегова кула,Bey's Tower,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,41.9936684,21.4317487,"Bey's Tower, Dimitrie Chupovski, 1111 Skopje, North Macedonia",,,,,,
Борка Талески-Модерното / Лазо Филиповски-Лавски,Borka Taleski / Lazo Filipovski,Pelagonia Region,Pletvar,Municipality of Prilep,,,41.3661079,21.6749495,"Borka Taleski / Lazo Filipovski, R1101, Pletvar, North Macedonia",,,,,,
Споменик на загинатите евреи,,Eastern Region,Shtip,Municipality of Shtip,2000,Кежовица,41.736405,22.1903758,"Споменик на загинатите евреи, Marshal Tito St., 2000 Shtip, North Macedonia",,,,,,
Мустафа-пашина џамија,Murat Pasha Mosque,Skopje Region,Skopje,Municipality of Chair,1009,Dukjandzhik,42.000853,21.4375046,"Murat Pasha Mosque, Битпазарска, 1009 Skopje, North Macedonia",,,,,,
Споменик на Јуриј Гагарин,Yuri Gagarin Monument,Skopje Region,Skopje,Municipality of Karposh,1020,Kozle,41.9949279,21.4108745,"Yuri Gagarin Monument, Yuri Gagarin, 1020 Skopje, North Macedonia",,,,,,
Никола Карев,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9930188,21.4332009,"Никола Карев, Dimitrie Chupovski, 1111 Skopje, North Macedonia",,,,,,
Вера Јоциќ,Vera Jocik,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,42.0016804,21.4283664,"Vera Jocik, Јордан Хаџиконстантинов Џинот, 1111 Skopje, North Macedonia",,,,,,
Марко Мрњавчевиќ,Marko Mrnjavchevikj,Pelagonia Region,Prilep,Municipality of Prilep,7500,Charshija,41.3455416,21.5532375,"Marko Mrnjavchevikj, Metodija Andonov - Chento, 7500 Prilep, North Macedonia",,,,,,
Круме Кепески,,Pelagonia Region,Prilep,Municipality of Prilep,7500,Charshija,41.3450704,21.5505634,"Круме Кепески, Art Square, 7500 Prilep, North Macedonia",,,,,,
Блаже Конески,,Pelagonia Region,Prilep,Municipality of Prilep,7500,Charshija,41.3451329,21.5506707,"Блаже Конески, Art Square, 7500 Prilep, North Macedonia",,,,,,
Марко Цепенков,,Pelagonia Region,Prilep,Municipality of Prilep,7500,Charshija,41.3451792,21.5505581,"Марко Цепенков, Art Square, 7500 Prilep, North Macedonia",,,,,,
Китино Кале,Kita Castle,Southwestern Region,Kichevo,Municipality of Kichevo,6250,Podvarosh,41.5130946,20.9663459,"Kita Castle, Амит Челопечанец, 6250 Kichevo, North Macedonia",,,,,,
Борецот,,Pelagonia Region,Prilep (Vicinity),Municipality of Prilep,7513,,41.3738524,21.5025867,"Борецот, R1303, 7513 Prilep (Vicinity), North Macedonia",,,,,,
Емин-бегова кула,Emin Bey Tower,Northeastern Region,Kratovo,Municipality of Kratovo,,,42.0769461,22.1823517,"Emin Bey Tower, Скопска, Kratovo, North Macedonia",,,,,,
Крстева кула,Krste's Tower,Northeastern Region,Kratovo,Municipality of Kratovo,,,42.0768838,22.1826261,"Krste's Tower, Скопска, Kratovo, North Macedonia",,,,,,
Хаџикостова кула,Hadji Kostov Tower,Northeastern Region,Kratovo,Municipality of Kratovo,,,42.0768628,22.1822635,"Hadji Kostov Tower, Јосиф Даскалов, Kratovo, North Macedonia",,,,,,
Саат-кула,Clock Tower,Northeastern Region,Kratovo,Municipality of Kratovo,,,42.0792053,22.1818109,"Clock Tower, Браќа Миладинови, Kratovo, North Macedonia",,,,,,
Златковичева кула,Zlatkovich Tower,Northeastern Region,Kratovo,Municipality of Kratovo,,,42.0788289,22.1809805,"Zlatkovich Tower, Гоце Делчев, Kratovo, North Macedonia",,,,,,
Симиќева кула,Simikj Tower,Northeastern Region,Kratovo,Municipality of Kratovo,,,42.0786957,22.1794714,"Simikj Tower, Трајче Арсов, Kratovo, North Macedonia",,,,,,
Теракота,,Eastern Region,Vinica,Municipality of Vinica,2310,,41.8845661,22.5039935,"Теракота, Angel of Vinica, 2310 Vinica, North Macedonia",,,,,,
Гоце Делчев,Goce Delchev,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,41.9963577,21.4323793,"Goce Delchev, Macedonia Square, 1111 Skopje, North Macedonia",,,,,,
Konjuh,,Northeastern Region,Konjuh,Municipality of Kratovo,,,42.1003011,21.9665342,"R29277, Konjuh, North Macedonia",,,,,,
Rotonda Konjuh,,Northeastern Region,Konjuh,Municipality of Kratovo,,,42.0949995,21.9658672,"Rotonda Konjuh, R29277, Konjuh, North Macedonia",,,,,,
Bosko Chapel,,Northeastern Region,Konjuh,Municipality of Kratovo,,,42.0995746,21.9606298,"Bosko Chapel, R29277, Konjuh, North Macedonia",,,,,,
Bargala,,Eastern Region,Radanje,Municipality of Karbinci,,,41.7995125,22.289829,"Bargala, R2431, Radanje, North Macedonia",,,,,,
Doma,,Skopje Region,Skopje,Municipality of Chair,1009,Топанско Поле,42.0169571,21.4434502,"Doma, Kemal Sejfulla, 1009 Skopje, North Macedonia",,,,,,
Спомен плоча на Мајка Тереза,Mother Teresa Old House Place,Skopje Region,Skopje,Municipality of Centar,1000,Debar Maalo,41.9952759,21.4319995,"Mother Teresa Old House Place, 11 Oktomvri, 1000 Skopje, North Macedonia",,,,,,
Методија Андонов - Ченто,,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,41.9957136,21.4306041,"Методија Андонов - Ченто, Maksim Gorki, 1111 Skopje, North Macedonia",,,,,,
Monument Hristo Uzunov,,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,41.9950349,21.4293515,"Monument Hristo Uzunov, Nikola Vapcarov, 1111 Skopje, North Macedonia",,,,,,
patarina-160,,Skopje Region,Glumovo,Municipality of Saraj,,,41.9885405,21.2926787,"patarina-160, Mother Terese, Glumovo, North Macedonia",,,,,,
2 musicians and one dancing man,,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,41.9943288,21.4307922,"2 musicians and one dancing man, Makedonija, 1111 Skopje, North Macedonia",,,,,,
PMK301 / PH-KXL,,Skopje Region,Bunardjik,Municipality of Ilinden,1043,,41.9779001,21.6157628,"PMK301 / PH-KXL, A2, 1043 Bunardjik, North Macedonia",,,,,,
Ацо Ангеловски,,Skopje Region,Brnjarci,Municipality of Gazi Baba,1041,,42.022416,21.5476216,"Ацо Ангеловски, Методија Андонов Ченто, 1041 Brnjarci, North Macedonia",,,,,,
Кирил Петрушевски,,Skopje Region,Brnjarci,Municipality of Gazi Baba,1041,,42.0225556,21.5480468,"Кирил Петрушевски, Методија Андонов Ченто, 1041 Brnjarci, North Macedonia",,,,,,
Ерол Готак,,,,,,,42.0227044,21.5486015,,,,,,,
Нане Наумоски,,Polog Region,Rogle,Municipality of Zhelino,,,41.9764851,21.1660504,"Нане Наумоски, Масакр кај Карпалак, Rogle, North Macedonia",,,,,,
Сашо Китаноски,,Polog Region,Rogle,Municipality of Zhelino,,,41.977847,21.1773385,"Сашо Китаноски, Масакр кај Карпалак, Rogle, North Macedonia",,,,,,
Бранко Секулоски,,Polog Region,Rogle,Municipality of Zhelino,,,41.97753,21.1679024,"Бранко Секулоски, Масакр кај Карпалак, Rogle, North Macedonia",,,,,,
Горан Миноски,,Polog Region,Rogle,Municipality of Zhelino,,,41.9781971,21.1745241,"Горан Миноски, Масакр кај Карпалак, Rogle, North Macedonia",,,,,,
Марко Деспотоски,,Polog Region,Rogle,Municipality of Zhelino,,,41.977893,21.1713626,"Марко Деспотоски, Масакр кај Карпалак, Rogle, North Macedonia",,,,,,
Ердован Шабаноски,,Polog Region,Rogle,Municipality of Zhelino,,,41.9767167,21.1675604,"Ердован Шабаноски, R1206, Rogle, North Macedonia",,,,,,
Љубе Грујоски,,Polog Region,Rogle,Municipality of Zhelino,,,41.9772958,21.1694976,"Љубе Грујоски, R1206, Rogle, North Macedonia",,,,,,
Дарко Велјаноски,,Polog Region,Rogle,Municipality of Zhelino,,,41.9770406,21.1717935,"Дарко Велјаноски, R1206, Rogle, North Macedonia",,,,,,
Веби Рушитоски,,Polog Region,Rogle,Municipality of Zhelino,,,41.9767893,21.1747438,"Веби Рушитоски, R1206, Rogle, North Macedonia",,,,,,
Пеце Секулоски,,Polog Region,Rogle,Municipality of Zhelino,,,41.977042,21.1770879,"Пеце Секулоски, R1206, Rogle, North Macedonia",,,,,,
Карпалак,,Pelagonia Region,Lenishte,Municipality of Prilep,,,41.3575814,21.6256855,"Карпалак, R1101, Lenishte, North Macedonia",,,,,,
Пере Тошев,Pere Toshev,Pelagonia Region,Prilep,Municipality of Prilep,7500,Rid,41.3428704,21.5583071,"Pere Toshev, Aleksandar Makedonski, 7500 Prilep, North Macedonia",,,,,,
Гоце Делчев,,Southwestern Region,Drugovo,Municipality of Kichevo,6261,,41.4831122,20.9229426,"Гоце Делчев, 6261 Drugovo, North Macedonia",,,,,,
Христо Узунов,Hristo Uzunov,Southwestern Region,Drugovo,Municipality of Kichevo,6261,,41.483575,20.9222623,"Hristo Uzunov, Гоце Делчев, 6261 Drugovo, North Macedonia",,,,,,
Битката на Ѓурѓејца,Battle of Gjurgjejca,Southwestern Region,Karbunica,Municipality of Kichevo,6250,,41.4528994,20.9658462,"Battle of Gjurgjejca, Патека кон с.Кладник / репетитор, 6250 Karbunica, North Macedonia",,,,,,
Споменик Св. Никола,Monument of St. Nicholas,Vardar Region,Sveti Nikole,Municipality of Sveti Nikole,2220,Рецко Маало,41.8646892,21.942062,"Monument of St. Nicholas, Плоштад Илинден, 2220 Sveti Nikole, North Macedonia",,,,,,
Споменик „Лазар Колишевски“,,Vardar Region,Sveti Nikole,Municipality of Sveti Nikole,2220,Рецко Маало,41.8644645,21.9410121,"Споменик „Лазар Колишевски“, City square Ilinden""",,, 2220 Sveti Nikole," North Macedonia""",7833095397,
Св. Илија,,Vardar Region,Sveti Nikole,Municipality of Sveti Nikole,2220,Лиска,41.8627557,21.9386585,"Св. Илија, Ангел Трајчев, 2220 Sveti Nikole, North Macedonia",,,,,,
Споменик на Никола Карев,Monument to Nikola Karev,Eastern Region,Kochani,Municipality of Kochani,2300,,41.9156602,22.412778,"Monument to Nikola Karev, Kej na revolucijata, 2300 Kochani, North Macedonia",,,,,,
Кире Гаврилоски-Јане / Круме Волнароски-Коља,Kire Gavriloski-Jane / Krume Volnaroski-Kolja,Pelagonia Region,Prilep,Municipality of Prilep,7510,Marino,41.3464944,21.5629735,"Kire Gavriloski-Jane / Krume Volnaroski-Kolja, Spase Temelkoski, 7510 Prilep, North Macedonia",,,,,,
Александар Македонски,Alexander The Great,Pelagonia Region,Prilep,Municipality of Prilep,7500,Rid,41.3421058,21.5572532,"Alexander The Great, Aleksandar Makedonski, 7500 Prilep, North Macedonia",,,,,,
Манчу Матак,Manchu Matak,Pelagonia Region,Krushevo OT,Municipality of Krushevo,7550,Lower Krushevo,41.3677912,21.249738,"Manchu Matak, Ilindenska, 7550 Krushevo OT, North Macedonia",,,,,,
Мирослав Јоксимовиќ,Miroslav Joksimovikj,Pelagonia Region,Krushevo,Municipality of Krushevo,7550,Upper Krushevo,41.3761727,21.2464617,"Miroslav Joksimovikj, Nikola Karev, 7550 Krushevo, North Macedonia",,,,,,
Кица Петрески,Kica Petreski,Pelagonia Region,Krushevo OT,Municipality of Krushevo,7550,Влашко Маало,41.3653786,21.2488407,"Kica Petreski, Kocha Milenku, 7550 Krushevo OT, North Macedonia",,,,,,
VAM-304,,Skopje Region,Katlanovo,Municipality of Petrovec,1034,,41.8668125,21.6650899,"VAM-304, R2131, 1034 Katlanovo, North Macedonia",,,,,,
Ослободители на Скопје,The Liberators of Skopje Monument,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,41.9998632,21.4292436,"The Liberators of Skopje Monument, Boulevard Ilinden, 1111 Skopje, North Macedonia",,,,,,
08.12.1941,,Pelagonia Region,Prilep,Municipality of Prilep,7500,Charshija,41.3435127,21.5549177,"08.12.1941, Borka Taleski-Modernoto 64, 7500 Prilep, North Macedonia",,,,,,
Генерал Михаило Апостолски,,Skopje Region,Skopje,Municipality of Chair,1001,Dukjandzhik,41.9998618,21.4485415,"Генерал Михаило Апостолски, Alexander of Macedon Boulevard, 1001 Skopje, North Macedonia",,,,,,
Генерал Михајло Апостолски,,Skopje Region,Skopje,Municipality of Centar,1001,Madzhir Maalo,41.9988251,21.4506665,"Генерал Михајло Апостолски, Belasica, 1001 Skopje, North Macedonia",,,,,,
Krste Petkov Misirkov,,Skopje Region,Skopje,Municipality of Centar,1001,Madzhir Maalo,41.9960184,21.4412009,"Krste Petkov Misirkov, Kej Dimitar Vlahov, 1001 Skopje, North Macedonia",,,,,,
Blaže Koneski,,Skopje Region,Skopje,Municipality of Centar,1001,Madzhir Maalo,41.9960802,21.4408764,"Blaže Koneski, Булевар Крсте Мисирков, 1001 Skopje, North Macedonia",,,,,,
Sultana,,Polog Region,Kjafa,Municipality of Gostivar,6254,,41.6560282,21.0216359,"Sultana, Papradishte - Kjafa, 6254 Kjafa, North Macedonia",,,,,,
Xhemë Hasa,,Polog Region,Simnica,Municipality of Gostivar,,,41.7192252,20.881732,"Xhemë Hasa, Pruga uskog koloseka Skopje – Ohrid, Simnica, North Macedonia",,,,,,
Albanian Mother,,Southwestern Region,Zajas,Municipality of Kichevo,6250,,41.5964956,20.9510739,"Albanian Mother, A2, 6250 Zajas, North Macedonia",,,,,,
Павел Шатев,Pavel Šatev,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9945304,21.4326511,"Pavel Šatev, 11 Oktomvri, 1111 Skopje, North Macedonia",,,,,,
Невена Георгиева-Дуња,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.993726,21.4332709,"Невена Георгиева-Дуња, Dimitrie Chupovski, 1111 Skopje, North Macedonia",,,,,,
Dane kraptzew,,Skopje Region,Skopje,Municipality of Centar,1000,Debar Maalo,42.0043082,21.4185013,"Dane kraptzew, Алберт Ајнштајн, 1000 Skopje, North Macedonia",,,,,,
Атентат на Киро Глигоров,Atentat of Kiro Gligorov,Skopje Region,Skopje,Municipality of Centar,1111,Vodno,41.9918182,21.4296159,"Atentat of Kiro Gligorov, Makedonija, 1111 Skopje, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Lenishte,Municipality of Prilep,7510,,41.3643261,21.6070578,"St. Parascheva, R1101, 7510 Lenishte, North Macedonia",,,,,,
Браќата Просветители Св. Кирил и Методиј,,Eastern Region,Kochani,Municipality of Kochani,2300,,41.9135927,22.4105061,"Браќата Просветители Св. Кирил и Методиј, Gligor Apostolov Gocho, 2300 Kochani, North Macedonia",,,,,,
Љупчо Сантов,,Eastern Region,Kochani,Municipality of Kochani,2300,,41.9143473,22.410612,"Љупчо Сантов, Stevo Teodosievski, 2300 Kochani, North Macedonia",,,,,,
Братска гробница,,Pelagonia Region,Klepach,Municipality of Prilep,7512,,41.204511,21.4572557,"Братска гробница, R2340, 7512 Klepach, North Macedonia",,,,,,
Игуменија Катерина,,Pelagonia Region,Prisad,Municipality of Prilep,,,41.4286415,21.6200758,"Игуменија Катерина, R1312, Prisad, North Macedonia",,,,,,
Јаким Д Стојковски,,Eastern Region,Probishtip,Municipality of Probishtip,,,42.0001506,22.1778987,"Јаким Д Стојковски, Јордан Стојанов, Probishtip, North Macedonia",,,,,,
Viničko Kale,,Eastern Region,Vinica,Municipality of Vinica,2310,,41.8768098,22.5027575,"Viničko Kale, 30 Avgust, 2310 Vinica, North Macedonia",,,,,,
99.4-025,,Skopje Region,Skopje,Municipality of Gjorche Petrov,1060,Оризари,42.0080767,21.3631045,"99.4-025, Булевар Македонска Војска, 1060 Skopje, North Macedonia",,,,,,
83-064,,Skopje Region,Skopje,Municipality of Aerodrom,1001,Aerodrom,41.9780627,21.4618597,"83-064, 3 Makedonska Brigada, 1001 Skopje, North Macedonia",,,,,,
Споменик „Солунски атентатори и Гемиџии“,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9964125,21.4328484,"Споменик „Солунски атентатори и Гемиџии“, Плоштад Македониja, 1111 Skopje, North Macedonia",,,,,,
Света Троица и Свети Ѓорѓија,Holy Trinity and Holy George,Skopje Region,Matka,Municipality of Saraj,,,41.9538189,21.288822,"Holy Trinity and Holy George, Sveta Nedela, Matka, North Macedonia",,,,,,
Haji Balaban Masjid,Haji Balaban Masjid,Skopje Region,Skopje,Municipality of Chair,1009,Dukjandzhik,42.0048505,21.4368762,"Haji Balaban Masjid, Дрварска, 1009 Skopje, North Macedonia",,,,,,
The Bridge of Civilizations in Macedonia,The Bridge of Civilizations in Macedonia,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9963717,21.4339472,"The Bridge of Civilizations in Macedonia, Bridge of Civilizations, 1111 Skopje, North Macedonia",,,,,,
